customer_id,account_age_days,email_domain_type,phone_verified,address_similarity_score,total_orders,avg_order_value,cancel_rate,order_frequency_per_month,num_categories_purchased,category_concentration_ratio,num_payment_methods,payment_failure_rate,refund_rate,same_card_diff_accounts,replacement_rate,replacement_to_order_ratio,common_return_reason,is_fake
1,1170,outlook,1,0.5809843060768575,19,834.5865849308937,0.14033290896548722,3.453273749179197,4,0.5476370765422133,4,0.0408628637328313,0.3101378163559686,0,0.3048186305923246,0.1986857822815912,Changed Mind,0
1,1097,outlook,1,0.8611377816788489,16,868.081246264281,0.4475989310346181,3.4123996331844175,5,0.1404259045509573,4,0.22765779250842882,0.3179662133989378,0,0.13952747070186713,0.36375060900029865,Defective,1
1,1343,outlook,1,0.7178184120981771,19,678.2605925659757,0.27921658666268534,4.839860855489655,5,0.14976307428405589,4,0.43113239639606343,0.32102590350454724,0,0.1023016325398527,0.21763802736978782,Changed Mind,1
1,1061,outlook,1,0.2816641021115418,14,549.7749139182009,0.36207798223118204,3.441196133033506,6,0.38664272505136676,5,0.14524961584581259,0.030732198686694245,0,0.03379223406855241,0.13122200763231137,Defective,0
1,1177,outlook,1,0.5744275972572762,19,849.2980233723106,0.3550526545327729,4.158572260383172,5,0.7095310211556168,3,0.38571980353701213,0.2536416164458876,0,0.23348077446031246,0.0024331211455652204,Changed Mind,1
1,1041,outlook,1,0.013073619605447284,14,746.1652195128402,0.247412976618838,4.357477964410898,5,0.7345508572043182,3,0.3505597283871802,0.0011286864551633413,0,0.09449819296803233,0.31944328784004106,Wrong Item,1
1,1347,outlook,1,0.475218342372429,17,930.9500227913508,0.4234213841798412,4.640148830905678,5,0.911308981073542,5,0.05777137266401841,0.45902718911438195,0,0.15179250499584165,0.3865989154293492,Defective,1
2,1427,gmail,1,0.08601363557203567,19,874.4533242538421,0.5113614859332394,7.558558629284723,4,0.19718763259463729,2,0.4423754374679477,0.008451610830997491,0,0.17872053095792842,0.06046925038831304,Changed Mind,1
2,1537,gmail,1,0.4289449978103297,17,666.2981310011811,0.5446542294421024,10.382666169159625,5,0.5175867795219204,2,0.26249899082628486,0.3886682899392671,0,0.11919757390266601,0.38925996822358055,Wrong Item,1
2,1241,gmail,1,0.1096118079986772,26,710.5850152559228,0.027846959203806487,9.224938375259114,3,0.5287253312372368,2,0.09649052824641204,0.12007684364489207,0,0.3855304220062898,0.09208927009244948,Defective,0
2,1595,gmail,1,0.955479806945415,25,624.6486905723829,0.33216367657891555,12.647226494280742,5,0.5147494264374263,3,0.5561465128081311,0.29319545684869924,0,0.3268315805051167,0.22850990387915415,Changed Mind,1
2,1324,gmail,1,0.5230679574077278,26,747.7849884261086,0.024222927263313408,7.607498821777952,3,0.8573394322065269,2,0.44724297625574316,0.22574952147250305,0,0.059821008237090606,0.0747912920799073,Changed Mind,1
2,1429,gmail,1,0.9132179852766433,19,836.3104841745168,0.5405580663221919,8.683718113520682,4,0.8302173983190416,2,0.4341316226213873,0.27191186089498376,0,0.044293595583798376,0.11086255533093424,Wrong Item,1
2,1683,gmail,1,0.022366222965765847,25,792.5497882057391,0.2575594844306925,9.371283379031146,4,0.5569719340228804,2,0.2681795289779983,0.30060008396919063,0,0.17682864555390268,0.3952916339523063,Other,1
3,1022,gmail,1,0.6376532838818979,15,587.3900097506107,0.5403152460013351,7.380077613582422,3,0.8006726824589132,1,0.3862974537681552,0.491617716217423,0,0.2150550956572871,0.16227298244770172,Other,1
3,834,gmail,1,0.3069545019266202,13,774.7382835355777,0.11261004591050325,9.263342680528112,3,0.15327384149211787,1,0.3844315126960289,0.3907584642528947,1,0.07309294550404588,0.12971945829561463,Wrong Item,0
3,975,gmail,1,0.4318289959652363,22,495.11101558500803,0.0974227442119149,11.329102071817392,2,0.578919898650668,1,0.0821699088036095,0.4007862189401024,0,0.24032554101597647,0.24140961441920392,Wrong Item,0
3,706,gmail,1,0.8730873952146897,18,509.70901823541374,0.5449944857647961,8.177516387435423,3,0.1854129044346195,1,0.52792183792293,0.4484027945285694,0,0.2113227424588661,0.0217144788717341,Defective,1
3,980,gmail,1,0.9800210947587448,23,611.5576188506969,0.5630253498264773,11.392556123235819,4,0.8802956916301641,1,0.4903838884596027,0.4554327688964838,0,0.17109525410684479,0.0797782623286476,Other,0
3,905,gmail,1,0.24649195443335237,17,727.6082567905523,0.46007378039778507,10.055584732834799,4,0.5528332973340506,1,0.08240758596340822,0.42660491588290317,0,0.09877196591034637,0.3775535607533461,Defective,1
3,856,gmail,1,0.9482532853533017,23,724.4712398929337,0.13321522368818492,8.962721550389924,4,0.115802840358376,1,0.1936941522072217,0.3747669393985454,0,0.1648686371143617,0.34685937282968826,Changed Mind,0
4,1496,gmail,1,0.6887269488817191,19,529.216166642877,0.10319123566326294,13.668974584851448,8,0.5946877325501779,2,0.04141930559707674,0.00036506702842087346,0,0.3759651453318819,0.1905163409368556,Wrong Item,0
4,1473,gmail,1,0.9514139143572707,18,643.1524831098031,0.44880784369012655,11.421178937780684,10,0.7639923058787523,2,0.20710089459384304,0.30080468950726486,0,0.16399511881115136,0.3023076855628905,Defective,1
4,1189,gmail,1,0.56236699862121,16,423.6146769020402,0.38086482992318743,12.609398322420722,6,0.22141613207394073,2,0.4379094355168151,0.03307355403079948,0,0.30232173181969063,0.13289403453682577,Wrong Item,1
4,1445,gmail,1,0.9607562849914706,22,502.8099000209331,0.523245994929593,16.8952688978596,6,0.3545627246904631,2,0.002149998850302159,0.006167441671020568,0,0.00676059298181988,0.3151346165517625,Defective,1
4,1087,gmail,1,0.8924554581474337,22,642.1740581470458,0.16608685101714396,18.06608769506981,7,0.5034594119332167,2,0.30406948208703205,0.010114449375225987,0,0.05931014212036537,0.2350953573115506,Changed Mind,0
4,1461,gmail,1,0.12859174122544603,17,466.22825275985196,0.17721428415622978,12.750204870012736,9,0.4731595999792183,2,0.5203402156739476,0.467135871316017,0,0.09869100447982496,0.032517114778180825,Changed Mind,1
4,1385,gmail,1,0.3107899271017305,20,476.1245855910922,0.4389846717061589,15.62622509050422,6,0.5525796569517843,2,0.18675462792415112,0.1434010957382577,0,0.2643049025790091,0.23394858052059866,Other,1
5,944,outlook,1,0.24306319151251188,18,533.2552385236754,0.16072116467050812,2.865834499035589,3,0.11484152055604448,5,0.43450358235668624,0.2846746964958003,1,0.21497257723772398,0.16469111946953055,Other,0
5,1213,outlook,1,0.572099326050257,22,651.3403179578205,0.27742633914318504,2.9676433457116635,2,0.7643371517587235,4,0.03279300782851844,0.09522123311892311,0,0.23781451008389035,0.1579243223147474,Changed Mind,1
5,1166,outlook,1,0.8027994315059253,25,847.2166960300714,0.3120852858320772,5.083422884898886,4,0.383824104855887,4,0.3343160840019799,0.3785364007380089,0,0.17582789351370792,0.25047259440863817,Defective,1
5,1173,outlook,1,0.7594114468868812,16,852.0797769542659,0.4015107137193363,4.921545100299227,4,0.7316197956069951,5,0.5261487592955116,0.40389296645785794,0,0.3061195255376952,0.0988632015666458,Wrong Item,0
5,1035,outlook,1,0.7267491322834767,21,863.1415311400218,0.2066301046496944,2.976889483242445,4,0.8696884911679478,5,0.24472524861576075,0.17693063991022134,0,0.045355906118378586,0.26100518031564296,Changed Mind,0
5,1024,outlook,1,0.37526487573558587,18,511.9094518114008,0.5150021878199498,4.744598697420173,2,0.7185489759694698,5,0.37368991158409476,0.005634750669057442,0,0.18111256654016536,0.3461297649164454,Changed Mind,0
5,1249,outlook,1,0.13963688162782795,20,918.9221211086068,0.24139741608832335,3.0275102963148424,3,0.7047256841183619,4,0.3804846744187326,0.3179343594689828,0,0.29061829520685317,0.33090212467805186,Defective,0
6,988,outlook,0,0.21058355362859926,23,50.07923716864001,0.024823978220831353,12.06786264940963,6,0.6211241025147596,1,0.43915644287279154,0.4373002806115714,0,0.1597551075397796,0.2203178357727692,Changed Mind,1
6,1071,outlook,0,0.7416774596483326,17,61.18181090995207,0.04020125591588879,12.58196626226467,4,0.10091472388323874,1,0.1370492290446648,0.063781635120369,0,0.1449872834119879,0.2646003314640674,Changed Mind,0
6,1180,outlook,0,0.14753433905956326,14,62.153439041216906,0.5829440197866592,7.9825683292465515,7,0.9134369574692647,1,0.4487472653829128,0.3508611034808354,0,0.1926316417326528,0.05054723344898138,Defective,0
6,911,outlook,0,0.2229467049335211,22,50.43494719698287,0.3732256760799444,7.947168212983156,7,0.8502153045995663,1,0.14254250904959112,0.13330650650390646,0,0.010747567063497466,0.1372124732902462,Changed Mind,0
6,1136,outlook,0,0.4245526528734912,20,50.0,0.294556823013187,12.66102984876477,4,0.2751049418694721,1,0.358747569367363,0.2178028722145846,0,0.30414220869878167,0.05197157836560562,Other,0
6,1134,outlook,0,0.07211243068746298,18,52.92409299242459,0.5218083757578413,8.879845768948167,6,0.2622628927963703,1,0.09606235460203562,0.16687137737590124,0,0.2971066287024084,0.3235828373662058,Other,1
6,1176,outlook,0,0.2126920607701298,15,50.0,0.4301308139864087,9.915498316553354,5,0.1331441022116286,1,0.44175492381490294,0.45326605714735424,0,0.3345018197460218,0.2829002905268016,Other,1
7,1634,tempmail,1,0.14976812734123657,17,634.9525486963599,0.10883528009777588,0.6887922479862143,9,0.4415717107393575,5,0.17240994216186026,0.149966271887432,0,0.055315541044260244,0.12789291522706092,Other,0
